depth_m,pressure_psi,pressure_kpa,event_volume_m3,choke_area_m2,flow_m3_s,velocity_m_s,reset_time_s,reset_time_min,status
35.0,49.798707249669945,343.35,25.0,0.0025,1.1725317159889537,469.01268639558145,21.321384879482036,0.3553564146580339,controlled_reset
35.0,49.798707249669945,343.35,25.0,0.005,2.3450634319779073,469.01268639558145,10.660692439741018,0.17767820732901696,controlled_reset
35.0,49.798707249669945,343.35,25.0,0.01,4.690126863955815,469.01268639558145,5.330346219870509,0.08883910366450848,controlled_reset
35.0,49.798707249669945,343.35,25.0,0.02,9.38025372791163,469.01268639558145,2.6651731099352545,0.04441955183225424,controlled_reset
35.0,49.798707249669945,343.35,25.0,0.05,23.450634319779073,469.01268639558145,1.0660692439741017,0.017767820732901694,overviolent
35.0,49.798707249669945,343.35,25.0,0.1,46.90126863955815,469.01268639558145,0.5330346219870509,0.008883910366450847,overviolent
35.0,49.798707249669945,343.35,25.0,0.25,117.25317159889536,469.01268639558145,0.21321384879482036,0.0035535641465803394,overviolent
35.0,49.798707249669945,343.35,25.0,0.5,234.50634319779073,469.01268639558145,0.10660692439741018,0.0017767820732901697,overviolent
35.0,49.798707249669945,343.35,25.0,0.79,370.52002225250936,469.01268639558145,0.06747273696038618,0.0011245456160064364,overviolent
35.0,49.798707249669945,343.35,25.0,1.26,590.9559848584327,469.01268639558145,0.04230433507833737,0.0007050722513056229,overviolent
35.0,49.798707249669945,343.35,50.0,0.0,0.0,0.0,inf,inf,sealed_fail
35.0,49.798707249669945,343.35,50.0,0.0005,0.23450634319779073,469.01268639558145,213.21384879482034,3.553564146580339,controlled_reset
35.0,49.798707249669945,343.35,50.0,0.001,0.46901268639558147,469.01268639558145,106.60692439741017,1.7767820732901696,controlled_reset
35.0,49.798707249669945,343.35,50.0,0.0025,1.1725317159889537,469.01268639558145,42.64276975896407,0.7107128293160678,controlled_reset
35.0,49.798707249669945,343.35,50.0,0.005,2.3450634319779073,469.01268639558145,21.321384879482036,0.3553564146580339,controlled_reset
35.0,49.798707249669945,343.35,50.0,0.01,4.690126863955815,469.01268639558145,10.660692439741018,0.17767820732901696,controlled_reset
35.0,49.798707249669945,343.35,50.0,0.02,9.38025372791163,469.01268639558145,5.330346219870509,0.08883910366450848,controlled_reset
35.0,49.798707249669945,343.35,50.0,0.05,23.450634319779073,469.01268639558145,2.1321384879482035,0.03553564146580339,overviolent
35.0,49.798707249669945,343.35,50.0,0.1,46.90126863955815,469.01268639558145,1.0660692439741017,0.017767820732901694,overviolent
35.0,49.798707249669945,343.35,50.0,0.25,117.25317159889536,469.01268639558145,0.4264276975896407,0.007107128293160679,overviolent
35.0,49.798707249669945,343.35,50.0,0.5,234.50634319779073,469.01268639558145,0.21321384879482036,0.0035535641465803394,overviolent
35.0,49.798707249669945,343.35,50.0,0.79,370.52002225250936,469.01268639558145,0.13494547392077236,0.002249091232012873,overviolent
35.0,49.798707249669945,343.35,50.0,1.26,590.9559848584327,469.01268639558145,0.08460867015667474,0.0014101445026112457,overviolent
